用户名,性别,身份证号,登录地区,登录设备,消费额
xiulan95,女,51030419991031****,海南,iOS,19.8
li48,男,13102220030901****,云南,Android,19.9
ping96,男,45033219951102****,山东,Android,29.9
cfeng,男,35078419960424****,江苏,iOS,0
gqin,女,52273019980519****,广东,iOS,-
ming75,男,62112319890823****,浙江,Android,109.6
lding,男,35082419991205****,辽宁,Android,0
dingjun,男,37148219941014****,湖北,Android,69.5
xiuyingmao,女,41170020011119****,吉林,Android,19.9
renjun,男,51202219950130****,广东,iOS,-
zhongtao,男,32058319990826****,江西,Android,-
konggang,男,63282119900212****,河北,iOS,89.5
gduan,女,41150019940309****,北京市,iOS,-
taopeng,男,45122219980910****,河北,Android,218.8
zding,女,37068419980302****,山东,iOS,628.5
xuechao,0,15253119870906****,上海,iOS,218.6
shenguiying,男,13052219860909****,山东,iOS,59.7
dfeng,女,37130019900210****,天津,iOS,188.8
nahao,0,22010019830912****,云南,iOS,109.4
nliao,女,65010520060926****,重庆市,iOS,218.6
qiangzhao,男,45042220020510****,四川,Android,0
shaoming,女,13112619960227****,四川,Android,0
fang22,男,36110219991012****,青海,iOS,-
qiuxiulan,女,61072920010804****,天津,Android,9.9
junhao,女,15092719961023****,山东,iOS,29.8
songping,女,54012619960301****,浙江,Android,0
xiulan37,女,35052420040401****,北京,Android,79.3
omo,女,34071119991121****,广东,Android,-
min80,男,36032219990326****,上海市,Android,109.2
li86,女,36042419990706****,河南,iOS,0
ping77,女,53050119981123****,黑龙江,Android,0
wei67,男,32020619860306****,江苏,iOS,169
caoming,女,44520019990925****,河南,iOS,59.7
jiangxiuying,女,33102220031013****,四川,iOS,0
chao56,男,45080019990706****,海南,Android,-
yfeng,男,21018119750711****,湖北,Android,119.2
chaoxiong,女,51332820050906****,广东,iOS,-
yangxiao,女,37010519990314****,甘肃,Android,29.7
fang38,女,34152219980223****,安徽,Android,99.3
gugang,0,13052719971202****,四川,Android,29.8
chenlei,女,23122519971202****,广东,iOS,0
nacao,男,37068619850512****,贵州,Android,0
nli,女,42118219890320****,陕西,iOS,109.2
li55,0,35010120000917****,河北,Android,39.8
guiyingluo,女,34012119960411****,云南,Android,-
wcai,男,43312519970226****,北京,Android,29.8
pshen,男,13052219930223****,江苏,iOS,9.9
wei84,男,45022119910607****,湖北,Android,9.9
yang55,女,23092119990429****,广东,iOS,0
yzou,0,13020719881030****,上海,iOS,178.9
liaofang,男,36092219870826****,上海,iOS,0
songxiulan,女,23010420011122****,河南,Android,139.4
junmeng,男,45010119991004****,安徽,Android,0
natao,女,15060219910220****,海南,iOS,109.6
li28,女,51072219950806****,广东,iOS,-
bliu,男,34040220031011****,广东,iOS,547.2
yong28,女,61012220060125****,安徽,iOS,0
malei,男,14088220010529****,北京,Android,-
fenggang,男,13018419971102****,江苏,iOS,79.8
yang21,男,13062620001101****,四川,iOS,0
syin,男,35021219961208****,甘肃,iOS,89.6
tanglei,男,22240520010817****,内蒙古,Android,19.8
jjia,男,51062320000607****,江西,Android,9.9
dbai,1,42112319910902****,浙江,Android,0
ftan,女,14062319970302****,江苏,Android,19.9
suxiuying,男,52032520050611****,重庆,iOS,0
junhuang,女,44060520050727****,安徽,Android,9.9
tgu,男,33092220031113****,山东,Android,9.9
wangming,男,32130019900922****,山西,iOS,0
ming80,1,34040319930527****,上海,iOS,0
gang34,0,63012219850818****,陕西,iOS,0
litao,男,61043019910512****,陕西,iOS,0
chao99,0,44200020020205****,山西,Android,49.8
qiangtang,男,44162119910102****,重庆,Android,0
ping28,男,61062119990421****,浙江,iOS,169.1
wei00,女,53082319960415****,浙江,Android,0
taocui,男,23070820031224****,山东,iOS,169
xiuying33,女,15062619970903****,浙江,iOS,-
jie54,女,61080219980916****,湖北,Android,79.4
44006,男,43010120000419****,江西,Android,437.5
xiangqiang,女,50011019760704****,陕西,Android,9.9
xiazou,女,14010719771021****,山西,iOS,49.7
bqiu,女,13012519970820****,湖南,Android,0
gang98,1,34082419960420****,江苏,Android,0
li32,男,45138120011124****,山东,Android,89.8
guiyingliang,男,34020219980320****,安徽,Android,-
lei15,女,34062119870424****,山东,iOS,0
qkang,女,14012119951124****,浙江,iOS,0
twei,男,37078320050721****,江苏,Android,29.7
qgao,男,14108220021110****,安徽,Android,29.9
guiying49,0,32120319961123****,辽宁,iOS,0
dingli,女,37150119990926****,湖南,Android,79.7
juan71,女,37108119990416****,广东,iOS,-
xiaoxiulan,女,34030119990402****,新疆,Android,9.9
naliang,男,43312619981122****,湖南,Android,0
qiangpan,女,61082219970403****,河北,Android,0
yang36,女,44011420050515****,安徽,Android,-
xiuying31,男,51332219941129****,吉林,Android,119.2
li43,男,13040619951108****,江苏,iOS,159.4
ecao,女,41132120020615****,浙江,Android,0
chao53,男,15022319970917****,甘肃,Android,0
juan90,男,45022620000622****,重庆市,Android,668.1
zouyan,女,44010420000725****,河北,iOS,0
fang30,男,13022719960705****,浙江,Android,0
zouping,女,61010219990111****,湖北,iOS,0
wuxiulan,男,62122820060409****,吉林,iOS,-
tianxia,女,21040419961223****,重庆,iOS,259
dkong,男,15092420010902****,云南,Android,9.9
pwei,男,63010519921130****,广东,iOS,-
xiuying08,女,34050319930906****,黑龙江,iOS,89.3
vkong,女,61072219960130****,天津,iOS,-
na67,女,53230019980107****,上海市,Android,0
nazeng,1,22060120010219****,广西,Android,99.1
juan62,女,31011820000330****,河南,iOS,0
ming84,男,44011619991119****,安徽,iOS,0
pingzhu,女,37120320010116****,江苏,iOS,817.6
gxiong,男,13063120020525****,吉林,Android,388.2
xia05,男,23012619860502****,河南,Android,99.3
lichang,男,44030719920608****,江苏,Android,89.5
gangyi,女,61063019980510****,辽宁,Android,19.8
jing28,男,42090019940322****,江西,Android,0
pingye,女,37061119920611****,湖南,Android,59.6
rluo,女,51018319971002****,广东,iOS,-
hfang,男,32040519780511****,山东,Android,109.2
qiuna,男,13062119850723****,江苏,Android,79.8
fangqian,女,42902119970504****,辽宁,Android,159.2
bzeng,女,23081119990602****,山东,Android,0
lichao,男,52010020050602****,北京市,iOS,0
nchang,女,37030319920414****,浙江,Android,139.1
mkong,女,63272220050113****,新疆,Android,99.3
luqiang,女,14012320060110****,江苏,iOS,9.9
leidu,女,32040219970810****,云南,iOS,0
juanshi,0,31011819931018****,北京,iOS,198.9
jiangchao,0,61060119990327****,吉林,Android,89.6
dgong,男,53230020000830****,安徽,Android,0
li95,男,61092619980423****,河南,iOS,39.8
shao,男,13062619970117****,浙江,iOS,0
lei35,女,21140019981221****,陕西,Android,119.2
qiangshi,男,62122119941010****,江苏,iOS,9.9
yanmeng,男,36032319980811****,福建,Android,795.4
fanping,男,36100220000409****,浙江,Android,79.4
gaoyang,1,22062219880504****,浙江,Android,9.9
fang09,女,62040220001008****,山东,iOS,0
smeng,女,22020019960313****,辽宁,Android,0
ewang,女,43080119991209****,浙江,iOS,19.8
ytan,女,44200119980617****,河北,Android,209.2
mingpeng,男,65222220031016****,天津,Android,0
baili,男,23060019970922****,江苏,iOS,199.2
pfan,女,14010719920626****,江苏,iOS,0
li25,女,65230320060503****,云南,iOS,19.8
chaoqiu,女,44040420060824****,安徽,iOS,0
yma,男,23102419871109****,江苏,Android,368
junfan,男,35010420010227****,湖北,Android,39.8
ming12,0,14103019990210****,安徽,Android,0
28277,女,61030120040226****,河南,Android,0
nsu,女,52032719740421****,河北,Android,0
lyu,女,34172220010504****,广东,iOS,0
litian,1,44010619970425****,山西,Android,0
ohan,男,23070520000101****,广东,iOS,9.9
weijie,女,44080219961011****,广东,Android,0
taoguiying,女,44022919971114****,山西,Android,149.3
taosong,男,51182120000725****,湖南,Android,0
renguiying,男,44080219811227****,江苏,Android,238.7
gangcui,女,21080319770316****,湖南,Android,0
baitao,女,32048219980823****,河北,Android,0
mojun,男,11011619970926****,吉林,Android,89.7
zhuping,男,43022319890306****,浙江,Android,188.8
qinchao,男,14062119870603****,浙江,Android,29.8
agu,男,52038220010722****,河南,Android,29.9
llai,1,62120120050930****,山西,Android,0
yuyang,男,53050019940507****,河南,iOS,0
guiying46,女,33032819860519****,江西,Android,-
qiang48,0,43030420030516****,陕西,iOS,9.9
yang37,女,36072719960514****,吉林,Android,-
qiangjiang,女,37100220001126****,湖北,Android,0
hanyang,男,23011120051212****,天津,Android,39.7
mingfu,女,61030419990422****,山东,iOS,9.9
tianchao,女,13112319921221****,辽宁,Android,0
guiyinglai,男,37052219910405****,甘肃,Android,19.9
yluo,男,41170220010828****,江苏,iOS,59.6
qiang13,女,34022320000420****,安徽,Android,9.9
jiana,男,52032619970321****,江西,Android,89.3
jfan,1,61048120000507****,内蒙古,Android,0
weigang,男,45142319890904****,江西,Android,9.9
pzhang,女,41142219941204****,重庆市,iOS,636.6
chaowei,女,63252119990622****,山东,Android,49.6
xiuyingsu,男,44080320010814****,山东,iOS,19.9
chao25,女,44020419980123****,江苏,iOS,109.6
tkong,女,32068219900901****,江苏,iOS,0
gang71,男,23060519991019****,陕西,Android,169
juan87,女,62072120061102****,安徽,Android,99.7
yangchang,女,37078620011220****,海南,Android,29.8
yangzou,男,61070119860201****,上海市,Android,0
mayan,女,23110019930708****,湖北,Android,119.5
chaozou,0,54213319960503****,浙江,iOS,-
ping26,男,15042920011115****,山东,Android,0
mingsu,女,43052520011003****,内蒙古,Android,0
duanxia,男,37130220000212****,辽宁,Android,19.8
yong16,女,51050120010604****,广东,iOS,199
minqian,男,13112320030216****,河南,Android,0
jing38,男,13040219910218****,山东,iOS,0
jingpeng,女,36040019870828****,广东,iOS,109.6
leiqiu,男,35088119931228****,安徽,Android,0
pingfeng,女,61070119860420****,甘肃,iOS,-
taotao,男,15072719850210****,安徽,iOS,29.8
wyi,男,23100019960409****,山西,iOS,29.7
xiulanlu,女,14090219920901****,上海,Android,0
dguo,女,54212320011121****,湖南,iOS,49.7
syuan,女,14118220011201****,湖北,iOS,0
liyi,女,14072619961029****,四川,iOS,39.8
fangmao,男,52272520060317****,江苏,Android,29.7
mingxu,男,41150319990228****,湖北,Android,29.8
yqiao,女,23108519910124****,重庆,Android,0
juanliu,女,53252420020703****,安徽,iOS,228.7
liyin,女,13020419960804****,安徽,Android,149.5
fang53,女,41142519880123****,四川,iOS,79.8
llin,男,62010019950821****,广东,iOS,228.9
lijin,男,13052419890522****,上海,iOS,0
wlei,女,51132519960702****,浙江,iOS,-
na56,女,35090120000905****,湖北,Android,129.5
xiexiulan,男,33100219971101****,山东,Android,-
kzheng,女,51010720000503****,广东,iOS,658.2
mintian,女,51340120000417****,辽宁,iOS,119.5
xlei,女,13068420011016****,山东,Android,49.6
chao62,1,34110020000405****,江西,Android,0
fwu,女,43018120001212****,河北,iOS,159.3
fangkang,男,53252419980331****,湖北,Android,29.9
juan53,1,50022920000619****,贵州,Android,0
jing25,男,44150019890724****,广东,iOS,198.8
guiying74,女,45012619940817****,安徽,Android,9.9
junzhao,女,12010119881109****,浙江,Android,0
na99,1,23270420010727****,黑龙江,Android,9.9
zzeng,男,61032219871003****,湖南,Android,208.7
mingtang,男,44200020040219****,浙江,iOS,0
qiaoli,女,44152319800719****,海南,Android,119.5
qiangbai,男,51082319910605****,山东,iOS,79.7
qiangzhang,男,43112120020915****,辽宁,iOS,9.9
adong,女,37070119991205****,湖南,iOS,-
chao23,男,53342219850116****,广东,iOS,0
rlu,0,14080019970331****,吉林,iOS,0
pengxia,女,51182519960112****,北京市,iOS,149.2
weijun,女,13072120020824****,辽宁,Android,79.8
xiuying83,男,43312719890816****,广东,Android,89.6
ewen,女,21072719891007****,山东,iOS,0
bdai,女,52263420011111****,江苏,Android,0
xiuyingma,女,37083219880422****,陕西,Android,39.6
duanqiang,0,34088119880403****,广东,iOS,39.8
pengping,男,63260020001001****,天津,Android,29.7
leilu,男,62302220010102****,山东,iOS,0
jiangming,女,62010020010705****,江苏,iOS,0
lujun,男,41152119860303****,山东,iOS,149.5
panyong,男,51342420001116****,云南,Android,0
xiuyingli,男,15092919990627****,江苏,iOS,9.9
qiang14,女,41152819880724****,上海,iOS,0
fangyan,女,14012219960907****,吉林,Android,229
lailei,女,43102819990722****,黑龙江,iOS,49.8
yuxiulan,女,52030220020629****,湖南,iOS,0
jietan,男,45140119940726****,黑龙江,iOS,0
qianxiulan,女,51112919780929****,山东,iOS,9.9
ping36,男,33100220000402****,福建,Android,-
weikong,女,41168120021125****,湖南,Android,-
stian,女,22060219870109****,北京市,Android,19.9
xiuyingshi,女,65402119980620****,安徽,Android,39.8
yijing,女,37030420000722****,河北,Android,0
luoqiang,男,44070019850105****,河南,Android,99.4
ming34,1,54232820000501****,湖南,Android,69.8
jingwen,男,22018319961207****,山西,Android,109.5
sunxiulan,1,44132319990531****,河南,Android,29.7
lei92,0,33112719960106****,湖北,iOS,258.7
weiyin,女,50022519960108****,湖北,iOS,9.9
junlong,1,54242819921120****,广东,iOS,0
chao85,女,23078119990815****,山东,Android,-
bhe,1,21052120000523****,贵州,Android,-
xiaxiao,男,37083219990920****,安徽,Android,0
ysu,0,51070319960216****,贵州,iOS,208.8
pingyao,女,44022219960126****,贵州,iOS,49.6
wpan,女,63232219900212****,广东,iOS,0
szhong,女,65402319870820****,内蒙古,Android,0
wei91,0,42032120010524****,上海市,Android,0
baiping,女,65020319970507****,广西,iOS,19.8
chaomo,男,43112219830122****,内蒙古,iOS,0
gxiao,女,21138219880816****,安徽,Android,9.9
uchen,女,44142119971215****,河南,iOS,19.9
wangyan,女,32020219971130****,陕西,iOS,9.9
chuang,女,33100319990225****,广东,Android,0
ming43,男,53010319890724****,上海市,Android,79.5
ikang,男,42010220010831****,湖南,Android,0
njiang,男,32092119910101****,北京市,Android,418.2
jie01,男,62122719980111****,湖南,iOS,109.6
efan,女,15042119890504****,湖南,Android,89.3
vjia,女,37148219971117****,福建,Android,0
minqiao,女,37152319840726****,安徽,Android,0
fangtao,0,37021120000815****,江苏,Android,159.2
igao,女,45033119981031****,贵州,iOS,0
xiulanpeng,女,11022820020821****,江西,Android,0
fengtao,女,65222219940722****,广西,iOS,208.8
kzhu,女,61058219750605****,江苏,iOS,0
rdong,男,63262519990208****,北京市,iOS,19.8
shaoguiying,女,65232319960218****,山西,Android,0
yan04,女,50010120000917****,广东,Android,328.2
jiehou,女,37148120061230****,陕西,Android,119.5
byuan,男,43312319950922****,山东,iOS,149.1
juanliao,女,65212320010104****,辽宁,Android,9.9
ping65,男,13092419960819****,浙江,Android,0
xshi,男,52022119871025****,辽宁,Android,0
fangshi,女,21140319990725****,湖南,Android,288.4
qiuyang,男,62300020010128****,安徽,Android,79.3
yuanlei,男,62090119851001****,江苏,Android,0
wchang,男,41152819960520****,河北,Android,9.9
xiuyingxiao,女,35082419980514****,吉林,Android,0
qiang52,女,13020420001105****,江苏,iOS,-
gaofang,男,44010520000311****,天津,Android,0
ctao,男,42052919980428****,福建,Android,-
gangren,女,41112220031028****,广东,iOS,0
liping,男,42062519960629****,福建,iOS,89.5
hxu,女,21070319980823****,江苏,iOS,79.7
otian,男,44040020001011****,河南,Android,129.5
yongyan,男,53252619930602****,福建,iOS,29.7
yan47,男,51182720000117****,江西,Android,99.3
wenjuan,女,34040520020527****,河北,iOS,0
haotao,男,45010919960524****,上海,iOS,-
yaoming,1,43072620000816****,内蒙古,Android,9.9
jieqiu,男,41072719931004****,浙江,iOS,248.5
renqiang,男,63262119911225****,浙江,iOS,9.9
laiqiang,女,33082220010328****,湖北,Android,0
liujing,女,65292719920424****,广东,iOS,89.6
fang24,女,42098119990814****,青海,Android,0
xiaoyang,男,52260119790804****,浙江,Android,0
jing42,男,44182619891026****,吉林,iOS,-
uwan,男,37080119880312****,浙江,iOS,79.8
mluo,女,22070119940930****,贵州,Android,-
chaopan,女,52263219980331****,广东,iOS,29.8
na28,女,36112320000602****,河南,Android,19.8
machao,男,41040419970615****,江苏,iOS,0
mpan,女,21100419801030****,安徽,Android,457.3
yuchao,0,32083120050727****,宁夏,Android,0
hujing,女,23100019910302****,江苏,iOS,69.8
chao97,女,65322519991213****,江西,Android,29.7
xiajiang,女,64050019960103****,江苏,Android,19.8
chenyan,男,53282319980724****,上海,Android,9.9
gangdeng,女,35050019871127****,广东,iOS,19.8
wei76,男,51092120030302****,广东,iOS,418.2
fzhong,男,35060119991116****,河南,iOS,149.5
yanqiang,男,51152519960205****,湖北,Android,49.6
weikang,女,32058120050621****,天津,iOS,0
minzhu,男,15010019980919****,山西,Android,99.4
daixiuying,男,32020220000618****,河南,Android,0
leiduan,女,13052919981105****,北京,iOS,0
minyu,男,34118219901009****,黑龙江,Android,0
jing26,1,14043020001130****,辽宁,Android,9.9
tangna,女,61052219880324****,安徽,Android,9.9
xiangtao,女,22050019990222****,湖北,Android,9.9
leichao,男,41030719931019****,山东,Android,49.6
leima,1,54212220000315****,湖北,Android,119.3
gang06,1,14058119800223****,江苏,Android,0
qianglu,女,64018119740213****,江西,Android,0
ifeng,0,22020220000203****,辽宁,iOS,9.9
min82,男,41040420000101****,浙江,Android,39.8
guowei,女,36010020000609****,浙江,iOS,0
uqiu,女,36072819740106****,北京,iOS,39.6
gangjiang,0,41030320030302****,福建,Android,0
pduan,女,51130019940412****,河南,iOS,0
minmeng,女,61062519791005****,北京市,iOS,0
bcui,0,65292419980221****,北京市,iOS,109.5
izhao,男,37142619900625****,江苏,Android,9.9
qiang45,1,62082620030125****,甘肃,Android,9.9
yongshi,0,53040020020506****,北京市,Android,0
gang46,女,43041220000530****,浙江,Android,-
xiulanli,女,21020219961214****,江西,iOS,0
cbai,0,37098320030919****,浙江,iOS,0
yifang,男,15060020000525****,山西,Android,79.7
xye,女,36050019891124****,江苏,Android,-
tanping,女,23050219980806****,湖南,Android,-
wenxiulan,女,44028120030915****,安徽,Android,0
43985,男,41032819870113****,广西,Android,9.9
chaoxiang,女,22038120031107****,广东,iOS,129.5
jiangjing,女,21011419980903****,湖南,iOS,-
zzheng,女,23012919930208****,广东,iOS,129.5
xxiong,女,50022919790109****,山东,iOS,9.9
weiping,男,34188119841030****,陕西,Android,29.7
junluo,1,36102719891019****,山东,iOS,0
ojin,女,41132620010327****,四川,Android,9.9
xiulanhu,男,13092420000508****,北京市,Android,0
ytang,男,36112320000307****,内蒙古,Android,0
yangxiuying,男,61082219881114****,广东,Android,0
min36,女,32068319960404****,江西,iOS,268.4
gangduan,女,34030120051223****,云南,iOS,79.3
luoyong,男,51180219780128****,江苏,Android,9.9
fuli,女,54243019930512****,浙江,iOS,-
yong20,男,33060220040517****,湖南,Android,109.5
fang03,男,45110019980802****,广东,iOS,169.3
zzou,女,65320119990207****,福建,Android,89.6
liaoxiuying,男,37152119960322****,上海,Android,79.8
liangjing,女,37142419970618****,宁夏,Android,178.9
gang39,男,23100519970623****,上海市,iOS,0
gmao,男,15040419871124****,河南,iOS,0
fanjuan,男,45122419850320****,四川,Android,0
yonghan,女,51112919981020****,江苏,Android,0
yang29,1,45020419991209****,江西,iOS,0
kangqiang,女,51092119940203****,北京市,iOS,69.8
fyan,女,33011019980428****,四川,Android,0
xyi,男,15042519960718****,湖北,iOS,658.2
qlong,女,14050020000915****,湖南,iOS,0
li27,男,51160019940406****,贵州,iOS,19.8
rguo,男,23070119981018****,江西,Android,0
tqin,1,43313019980713****,湖南,Android,39.8
qhou,女,36118120020509****,山东,iOS,0
csu,女,35021119970527****,上海市,Android,0
yan79,男,63012119960528****,福建,Android,69.8
linxiulan,女,42010719990407****,安徽,Android,-
sunping,女,51343120061230****,海南,Android,0
yangduan,女,36102319991106****,北京,Android,9.9
juancao,女,33040019970901****,江苏,iOS,0
wei63,男,32030419990131****,河北,Android,0
jiangna,男,51011520010522****,吉林,Android,19.9
guiying03,男,42010520051109****,上海市,iOS,59.6
yongli,女,62000020000124****,吉林,Android,0
luomin,男,21012419841103****,重庆,Android,69.8
nameng,男,54243019960421****,黑龙江,iOS,-
gangye,0,45020119981125****,河北,Android,0
tao64,女,43090220061212****,广东,iOS,29.8
lqiao,男,34082319980317****,江西,Android,99.3
yang19,女,43012219970731****,广东,Android,-
czhao,男,36092519870607****,广东,iOS,9.9
xia83,女,45050119970302****,浙江,iOS,19.9
12936,男,37150219900806****,陕西,iOS,49.6
yangu,男,13072719980614****,江苏,iOS,-
xiuyingfu,女,53293120031108****,贵州,iOS,499
shiming,女,53032419991127****,湖南,iOS,9.9
leiye,女,21050219930606****,安徽,Android,19.9
ehao,女,36072919980804****,湖北,iOS,-
taoping,女,36112720040926****,浙江,Android,0
guiying08,男,61011519990626****,江苏,iOS,9.9
hfeng,男,51332219990909****,北京,Android,0
leihu,女,61102219970525****,江苏,iOS,99.4
qiang92,男,42110019901031****,广东,Android,39.8
yaolei,男,54012119900602****,浙江,iOS,0
jiecai,男,51192119970210****,山东,Android,-
lyang,男,32032420050403****,山东,Android,9.9
yong75,女,65432219980808****,江苏,iOS,49.6
chao37,女,45022419970720****,江西,Android,-
yang39,男,62120219910307****,安徽,iOS,199.2
fkong,男,64042519900902****,浙江,iOS,89.3
zhujing,女,41148120011029****,安徽,Android,109.4
ming88,女,33030019980612****,北京,Android,79.7
duguiying,0,14112120000928****,河南,Android,159.4
gsong,女,44020520000407****,黑龙江,Android,0
vtao,女,45072120000524****,浙江,iOS,49.6
kongyang,女,15010419871228****,浙江,Android,0
wenlei,男,42011119970827****,黑龙江,Android,-
wuyang,女,54262419991104****,浙江,iOS,-
azhong,女,32081120000616****,吉林,Android,0
chenfang,0,54222719980428****,上海,Android,-
xiulanfu,0,43022319991121****,河北,iOS,69.8
mojuan,女,43092319850727****,广东,iOS,9.9
zxiong,男,51092219980912****,云南,Android,0
yan94,女,53040119980623****,吉林,iOS,209
whan,1,37110019890712****,天津,iOS,0
vfan,男,21030019971226****,河南,Android,19.9
leifang,男,14043120010103****,湖北,Android,0
glin,女,54222119980513****,江苏,iOS,29.8
xiuyingjin,0,54212519980612****,北京,iOS,69.8
maping,男,61092419940119****,山东,iOS,89.6
caowei,男,13053319990919****,浙江,Android,29.8
mduan,男,43092119890329****,江苏,iOS,-
leishen,女,41172519980322****,山西,iOS,-
wduan,女,32070520030212****,安徽,Android,19.8
ming89,男,32058420010930****,吉林,Android,0
tchen,男,15042419961121****,安徽,iOS,19.8
vcao,女,41052319921215****,江苏,iOS,159.4
yangxie,男,44010319940401****,江西,iOS,0
yangsong,0,15250120011210****,广西,Android,9.9
wanna,女,32040119960515****,浙江,Android,-
xzhang,男,43052320010204****,辽宁,Android,69.5
ylin,男,43010220010620****,宁夏,iOS,19.9
qiang36,女,14092319991113****,河南,Android,139.4
qiuyan,男,51040319960622****,四川,iOS,119.3
wangjing,男,65010619980802****,安徽,iOS,49.6
gang51,女,51081120001005****,四川,Android,39.7
kgao,男,14043119990517****,河南,Android,49.6
qiangzheng,女,32012419970212****,四川,Android,69.8
iqian,女,43110020001205****,江西,Android,99.4
wdeng,女,41128219881206****,内蒙古,iOS,19.8
wufang,女,53062720040208****,广东,iOS,9.9
taojia,女,51152419980209****,湖北,iOS,0
sqiu,男,61011420011207****,四川,Android,99.4
ozheng,1,35010319960425****,湖北,Android,199
yang93,女,65313019970717****,湖北,iOS,0
xiuying41,女,36040219940611****,浙江,Android,0
nawen,女,13100319960804****,广东,Android,0
rzhu,女,51342319850712****,河北,Android,29.8
chaofan,女,33032219950511****,湖北,Android,0
wma,女,54213320050204****,河南,Android,0
junsu,女,43070320060423****,广东,iOS,0
jiawei,女,33030419780630****,贵州,Android,49.6
changyong,女,65313020010225****,湖北,Android,0
fang87,女,53250019981226****,浙江,iOS,99.4
wei05,女,51090420011016****,陕西,Android,9.9
junlu,男,35050219971102****,广东,iOS,0
fanggao,0,43020020030602****,广东,iOS,0
yang52,男,23011020011015****,辽宁,Android,0
qiang24,女,53253219860818****,辽宁,iOS,9.9
vfeng,女,54260019980906****,黑龙江,iOS,198.8
lei34,女,33010219871201****,海南,iOS,0
xiuyingshen,女,34071119881219****,江苏,Android,9.9
chaomao,男,36080219980509****,福建,iOS,0
laixiuying,女,14042319970211****,上海市,iOS,218.8
fugang,女,13032320020303****,四川,iOS,208.7
umeng,男,65322619920101****,浙江,iOS,19.9
hdong,男,15072219980825****,安徽,Android,89.7
qiangmao,0,14102320000717****,辽宁,iOS,29.7
kcheng,女,53030020040627****,山东,iOS,-
43987,男,51323319990626****,四川,Android,0
juan16,男,45022319880217****,海南,Android,9.9
jie74,女,41108219981009****,吉林,Android,149.1
jingtang,1,54222520050726****,四川,iOS,89.7
cuixiuying,1,61040119981105****,山西,iOS,-
wei03,女,43112419891116****,浙江,Android,159.3
khan,男,41128119990414****,江苏,iOS,0
myu,女,52011219980530****,江苏,iOS,-
wenguiying,男,31010919970904****,吉林,Android,49.7
haojuan,女,61020419960505****,河南,Android,9.9
xia34,女,51333320000619****,湖北,Android,-
chaoshao,女,63222420000102****,四川,Android,0
na37,女,13012719970816****,吉林,Android,0
fang74,男,45090219980612****,广东,Android,-
songlei,女,33018219921026****,四川,iOS,348.3
tianyan,1,14112219860922****,江西,iOS,9.9
jieyuan,女,41071119980828****,山西,Android,0
mincai,男,23070419880927****,四川,Android,29.9
xcheng,男,32030319960621****,重庆,Android,0
jiedu,男,37132620010719****,广东,iOS,19.8
ngu,女,65270120010923****,山西,iOS,-
yong14,女,44122419990902****,河南,iOS,9.9
guiyingyi,女,42050419990905****,吉林,Android,9.9
qiangwan,男,41032520041220****,湖北,Android,0
chaoxue,女,44051120010102****,山东,iOS,49.7
yanglei,男,36092420010321****,广西,Android,119.2
rpan,女,53252620050914****,湖北,Android,0
tao06,女,14090019951121****,江西,Android,0
ctian,女,45030420000121****,浙江,iOS,248.7
chao87,男,45020320000914****,河南,Android,-
clong,男,62050019970408****,安徽,Android,0
rhou,男,41038119760429****,安徽,Android,19.9
xiulanchang,0,53262519960116****,江苏,Android,139.5
naxu,男,41022519960619****,河北,Android,0
junqiao,0,13018219930131****,浙江,iOS,9.9
fren,男,53072319981216****,山东,iOS,0
wanyan,男,36112219881029****,上海,iOS,139.4
isong,女,15080119960708****,贵州,Android,79.7
xiongmin,女,41062119980106****,重庆市,Android,0
laiyan,男,51340119920202****,广东,Android,288.4
kangmin,1,23062220000222****,安徽,iOS,0
yangwei,女,22240319980426****,贵州,iOS,0
duyong,1,32083120010708****,河北,Android,-
lkong,女,12010019770219****,上海市,iOS,0
zdai,1,22050219980808****,陕西,Android,79.8
mayang,女,13108219821007****,浙江,Android,0
yangtian,男,43132219891212****,江苏,iOS,119.5
fdu,男,52262420061207****,河南,Android,0
jingmo,女,37100219841210****,北京,iOS,119.4
leixiulan,男,23060219921206****,广东,Android,0
daina,1,42108719930212****,福建,Android,0
nren,男,41018419991011****,湖北,Android,0
qshi,0,51070420050520****,重庆市,Android,-
gwu,女,53042319960318****,吉林,Android,79.3
guiying99,1,36092119960702****,辽宁,Android,19.9
zhaojun,男,32070019980303****,安徽,Android,9.9
qiangxue,0,41162419850923****,浙江,Android,0
wangqiang,女,13018519960810****,山东,Android,9.9
yang54,女,51018419820416****,安徽,Android,19.9
yongding,0,37050320031230****,广东,Android,119.9
juanhu,女,51182719910806****,河南,Android,59.7
zhoujuan,女,33010620020127****,辽宁,Android,9.9
jing50,男,45020219970302****,安徽,Android,0
qiangdeng,女,41152720040522****,四川,iOS,0
kangyang,男,15022119960113****,江西,iOS,9.9
tao44,1,22040319990124****,广西,iOS,-
fang48,男,23052320000416****,江苏,iOS,9.9
wsu,女,21042120010812****,河南,iOS,29.7
xduan,女,61042919921112****,上海,Android,0
gang24,男,21070319970709****,江苏,Android,89.6
dcheng,女,37040019871218****,福建,Android,19.9
qiang88,男,41150220021009****,陕西,Android,9.9
ghuang,男,41018319870802****,上海市,Android,377.7
tcao,女,54233519980501****,广西,Android,29.7
yaowei,男,21011319991107****,浙江,Android,0
caolei,女,42010220001230****,河北,Android,0
